N,P,K,temperature,humidity,ph,rainfall,label
19.99,56.17,19.3,23.32,66.43,6.33,37.4,lentil
27.71,72.53,16.86,27.24,65.08,7.08,44.65,lentil
9.87,66.74,22.12,21.32,64.22,6.7,30.5,lentil
35.03,62.99,21.01,23.74,67.52,6.87,43.83,lentil
19.64,71.49,16.25,25.94,62.8,7.13,45.81,lentil
28.86,67.91,16.5,21.42,66.34,6.8,50.9,lentil
27.42,62.67,18.41,24.31,60.37,7.25,47.21,lentil
32.36,59.6,22.49,30.69,62.36,6.98,45.01,lentil
15.73,69.96,21.67,22.2,67.33,6.25,37.53,lentil
25.82,67.63,18.57,26.43,66.06,7.01,44.38,lentil
28.62,65.27,24.11,21.56,69.21,6.76,38.12,lentil
33.21,68.13,21.7,27.67,65.68,6.57,49.88,lentil
25.0,70.93,15.69,25.34,63.72,7.25,48.12,lentil
26.44,69.93,18.0,28.87,68.98,6.87,52.95,lentil
21.59,63.51,20.08,25.3,64.21,6.91,46.53,lentil
19.01,70.09,21.73,24.51,67.31,6.38,47.34,lentil
17.98,61.93,18.74,21.17,63.9,6.69,49.19,lentil
23.07,59.57,22.28,21.49,64.88,6.88,46.0,lentil
31.57,69.9,18.28,30.54,65.39,6.71,49.82,lentil
26.5,69.5,24.98,23.17,64.36,6.78,50.36,lentil
15.96,57.67,18.83,19.1,64.15,6.9,40.55,lentil
16.44,67.85,21.73,18.92,66.64,7.0,49.77,lentil
32.31,78.51,19.29,24.33,64.17,6.75,52.66,lentil
16.93,63.19,22.75,27.06,64.27,7.01,46.71,lentil
34.0,67.87,22.05,31.93,66.2,6.76,48.61,lentil
22.81,79.44,20.36,23.18,63.33,7.08,49.34,lentil
22.02,70.38,16.98,24.55,65.91,7.26,41.15,lentil
17.33,63.02,17.33,28.01,68.1,6.85,51.11,lentil
25.8,67.02,19.33,23.07,61.9,6.83,44.8,lentil
29.47,67.97,19.67,21.39,65.14,6.97,39.28,lentil
25.52,68.67,18.56,22.24,65.46,6.41,46.75,lentil
19.63,72.81,24.68,21.42,66.07,6.53,50.2,lentil
17.41,69.9,18.25,23.38,62.94,7.0,40.82,lentil
28.31,65.78,19.77,24.44,63.48,6.81,52.65,lentil
20.33,73.36,23.0,21.55,62.09,6.84,42.26,lentil
36.21,67.67,18.4,20.56,67.18,6.58,45.22,lentil
30.73,65.08,19.91,23.95,66.37,6.93,43.9,lentil
25.38,65.64,17.04,24.77,68.78,6.48,41.13,lentil
19.78,71.12,20.9,23.52,63.16,6.78,37.18,lentil
25.86,71.86,17.5,19.4,68.16,6.57,50.68,lentil
24.08,66.69,20.88,21.35,65.26,6.64,38.4,lentil
27.02,66.18,19.69,20.37,68.18,7.01,49.82,lentil
23.17,58.85,23.91,23.82,63.5,6.88,50.84,lentil
24.86,73.89,22.17,20.77,63.65,7.04,31.44,lentil
24.1,60.35,19.05,23.1,64.28,6.58,39.51,lentil
38.75,76.84,17.68,28.75,64.2,6.79,44.68,lentil
21.04,72.42,20.25,22.57,62.39,6.48,36.79,lentil
25.07,61.52,19.47,28.11,67.4,6.74,44.56,lentil
36.28,70.1,19.34,19.72,65.79,7.0,41.84,lentil
26.75,65.68,19.63,16.54,64.56,7.04,41.84,lentil
25.32,63.72,20.72,23.35,63.12,7.15,49.64,lentil
21.37,69.99,21.07,25.93,61.61,7.05,42.15,lentil
22.85,80.69,20.6,22.84,60.59,7.17,38.27,lentil
18.98,65.84,22.83,26.32,64.68,6.84,42.0,lentil
25.84,67.87,21.94,26.9,65.99,6.64,48.71,lentil
24.45,62.09,19.19,24.25,66.82,6.69,38.95,lentil
25.34,68.07,20.37,26.76,67.04,6.57,41.92,lentil
18.76,70.99,22.9,23.05,64.52,7.19,47.53,lentil
27.62,61.55,21.36,21.21,62.73,6.65,42.07,lentil
26.39,14.24,41.92,23.47,86.11,6.68,104.46,pomegranate
31.78,19.73,40.06,21.18,92.42,5.93,109.78,pomegranate
33.01,22.87,44.65,20.57,91.91,6.31,112.13,pomegranate
27.46,18.45,42.61,20.64,87.17,6.17,109.82,pomegranate
34.46,20.44,42.64,19.12,89.11,6.25,107.07,pomegranate
27.92,22.76,39.11,21.74,89.91,6.04,107.07,pomegranate
26.78,19.34,40.06,21.63,89.14,6.78,103.11,pomegranate
23.9,31.12,37.92,19.13,91.47,5.64,106.62,pomegranate
38.23,13.82,36.04,18.88,91.8,6.73,105.58,pomegranate
30.92,25.56,43.57,21.07,85.4,6.07,105.9,pomegranate
26.21,19.25,42.24,23.73,89.66,6.72,108.84,pomegranate
27.82,23.63,40.14,25.1,87.12,6.17,107.03,pomegranate
29.7,25.07,39.95,19.01,91.69,6.61,100.22,pomegranate
27.48,13.64,38.67,19.92,91.62,6.39,102.68,pomegranate
31.9,14.26,40.66,20.08,89.27,6.52,109.46,pomegranate
34.18,19.67,40.61,20.73,90.36,6.5,107.13,pomegranate
18.48,21.33,40.73,20.31,87.43,6.85,109.34,pomegranate
26.35,15.45,38.36,23.78,90.28,6.16,109.41,pomegranate
23.43,26.0,42.71,20.68,88.74,5.46,101.94,pomegranate
20.8,20.54,39.35,19.15,89.44,6.52,109.48,pomegranate
18.0,19.49,37.23,23.08,91.57,6.04,104.63,pomegranate
25.19,10.99,40.67,21.02,91.94,5.98,105.18,pomegranate
19.97,15.98,37.64,23.24,88.6,6.39,106.07,pomegranate
21.15,19.33,41.2,19.39,91.62,6.06,105.69,pomegranate
30.15,17.35,40.08,20.95,90.26,5.54,100.64,pomegranate
30.58,24.15,38.18,21.07,90.59,6.59,99.9,pomegranate
23.07,18.67,41.41,25.87,89.54,5.87,109.01,pomegranate
34.1,20.43,38.19,23.18,91.33,6.0,108.93,pomegranate
32.49,24.73,39.87,20.87,92.45,5.94,109.14,pomegranate
20.65,24.26,39.48,23.72,90.98,5.93,112.84,pomegranate
35.26,23.53,38.48,20.96,90.29,6.11,113.85,pomegranate
28.22,9.19,40.68,20.89,89.85,6.22,110.53,pomegranate
33.1,21.13,39.32,21.43,90.04,6.08,109.67,pomegranate
29.8,26.16,42.51,20.3,91.64,6.03,110.11,pomegranate
24.92,15.91,40.56,16.82,86.5,6.29,107.81,pomegranate
25.65,13.68,38.36,22.18,91.16,6.34,111.84,pomegranate
29.49,17.01,39.44,19.04,89.78,6.73,110.07,pomegranate
34.51,18.79,42.69,21.16,92.94,6.34,110.15,pomegranate
34.88,19.23,40.44,23.76,89.73,5.9,115.54,pomegranate
25.15,20.64,42.31,20.44,87.98,6.44,100.78,pomegranate
26.06,20.98,39.46,18.8,93.19,6.39,112.87,pomegranate
26.2,16.48,40.54,21.12,87.64,6.85,105.17,pomegranate
18.3,25.31,38.99,20.44,86.47,6.94,102.66,pomegranate
27.79,23.65,40.84,21.4,86.6,6.07,108.2,pomegranate
23.56,20.81,41.36,23.18,87.55,7.1,110.38,pomegranate
27.49,24.36,44.73,18.98,89.55,5.54,108.22,pomegranate
29.33,19.84,38.69,17.91,90.75,6.84,105.28,pomegranate
29.7,13.73,40.91,20.81,88.48,6.09,106.02,pomegranate
29.41,14.75,39.21,21.43,87.8,6.96,104.3,pomegranate
24.15,16.09,43.6,22.47,88.13,6.73,108.25,pomegranate
28.79,18.62,38.5,22.09,88.91,6.97,102.74,pomegranate
35.18,19.55,40.6,22.96,88.74,6.64,97.35,pomegranate
23.9,16.3,37.49,21.12,90.77,6.59,108.4,pomegranate
24.17,21.48,40.25,23.14,91.55,6.36,104.14,pomegranate
24.24,17.8,39.37,21.97,91.43,6.33,107.56,pomegranate
28.22,17.94,38.15,18.43,88.61,6.51,104.86,pomegranate
26.31,21.87,41.04,19.61,91.99,6.73,103.26,pomegranate
23.38,24.76,39.71,17.62,87.2,6.27,103.14,pomegranate
25.43,20.13,42.92,20.99,92.15,6.84,112.88,pomegranate
28.92,12.15,40.92,23.33,89.84,6.94,110.72,pomegranate
30.34,24.35,40.67,17.14,89.0,6.76,104.47,pomegranate
26.38,15.82,43.57,24.44,88.23,6.4,104.95,pomegranate
30.57,22.04,41.62,22.08,95.87,6.0,101.09,pomegranate
25.53,13.73,37.02,19.75,88.16,6.03,109.44,pomegranate
24.97,19.28,41.79,20.16,89.47,6.47,100.22,pomegranate
15.58,21.38,40.98,25.11,90.32,6.63,106.77,pomegranate
28.99,26.67,35.75,22.22,94.27,6.45,113.69,pomegranate
24.35,19.87,40.07,17.62,87.66,5.98,110.58,pomegranate
31.86,21.3,41.65,21.21,92.4,6.35,107.72,pomegranate
26.17,22.74,39.16,23.21,87.74,5.98,110.08,pomegranate
27.06,18.18,41.78,20.44,89.6,6.83,113.27,pomegranate
35.36,18.87,42.46,19.84,88.19,5.55,113.77,pomegranate
23.18,19.49,38.18,22.72,89.25,5.91,109.16,pomegranate
20.33,16.65,35.79,19.01,90.36,5.68,101.95,pomegranate
27.49,17.83,43.98,24.71,88.26,6.54,110.31,pomegranate
24.51,14.02,39.98,21.2,89.13,6.5,104.68,pomegranate
21.74,20.44,40.77,19.44,91.86,5.75,105.33,pomegranate
26.21,17.46,38.87,24.77,88.3,7.18,109.14,pomegranate
27.96,21.9,45.06,19.76,87.76,6.09,107.62,pomegranate
18.87,20.09,43.39,21.76,89.41,6.14,110.87,pomegranate
23.37,27.39,43.87,21.95,89.98,6.7,111.61,pomegranate
23.47,17.89,37.36,22.22,91.33,5.89,105.79,pomegranate
20.76,16.4,41.1,20.22,89.4,5.8,108.2,pomegranate
27.28,17.08,39.62,21.82,88.37,5.85,114.27,pomegranate
24.33,19.61,42.02,27.68,87.51,6.5,104.85,pomegranate
24.81,17.12,37.75,21.43,87.05,6.67,107.71,pomegranate
29.61,18.14,39.27,22.0,87.67,6.23,104.28,pomegranate
23.05,11.56,42.68,20.3,92.33,6.71,102.68,pomegranate
22.06,30.24,43.5,21.44,90.51,6.14,109.12,pomegranate
23.91,11.87,37.36,21.54,87.74,6.33,103.47,pomegranate
23.59,23.41,40.49,21.48,91.76,6.51,112.92,pomegranate
25.2,18.28,37.4,20.75,91.93,6.79,111.1,pomegranate
18.53,24.33,36.32,23.07,89.26,6.59,102.5,pomegranate
33.36,14.14,38.66,19.75,86.49,6.38,114.27,pomegranate
40.83,20.39,42.23,21.91,91.0,6.23,108.23,pomegranate
30.19,17.69,39.85,21.4,91.65,5.99,107.31,pomegranate
37.06,24.66,42.7,21.54,90.64,6.69,113.35,pomegranate
17.74,14.74,42.62,21.02,88.66,5.92,105.42,pomegranate
20.49,28.36,39.96,21.4,91.18,6.68,111.05,pomegranate
32.87,17.48,39.4,22.85,88.95,6.35,109.0,pomegranate
106.28,73.61,51.43,27.21,81.41,6.16,117.06,banana
110.83,89.23,52.89,27.86,80.06,6.17,110.49,banana
97.53,84.52,49.93,26.43,82.58,6.01,120.37,banana
87.0,79.72,50.07,28.92,80.8,6.06,96.55,banana
90.74,84.11,47.27,26.84,81.0,5.8,117.04,banana
109.79,74.64,48.14,24.64,78.43,6.15,101.9,banana
103.69,74.89,51.6,26.81,80.02,5.98,95.46,banana
90.78,87.34,50.8,28.81,80.65,6.03,92.05,banana
97.84,82.36,53.91,28.36,83.07,6.12,99.67,banana
100.94,83.68,48.12,27.02,79.59,6.32,89.39,banana
109.65,77.82,47.26,28.97,81.46,6.25,111.01,banana
116.48,85.29,49.69,27.93,82.49,5.84,100.11,banana
97.53,71.98,50.28,25.14,80.11,6.17,101.42,banana
113.42,75.2,52.38,28.34,76.57,6.54,104.52,banana
92.98,75.46,49.56,27.34,80.21,5.94,109.75,banana
96.9,72.83,49.7,24.54,80.71,5.8,106.23,banana
110.51,77.76,52.12,26.96,83.51,5.93,98.7,banana
105.5,80.32,48.32,26.9,79.91,6.27,90.49,banana
100.18,85.62,50.39,29.14,79.85,5.96,109.44,banana
100.79,80.55,51.03,26.68,78.78,5.89,115.15,banana
74.23,84.48,50.07,25.4,80.62,6.1,109.42,banana
78.79,89.33,48.52,28.36,81.48,5.82,109.95,banana
96.92,72.14,52.34,26.53,78.29,5.92,107.04,banana
99.54,85.24,47.32,26.57,79.77,6.38,104.15,banana
108.68,82.69,49.03,27.19,79.66,6.12,115.31,banana
102.88,88.44,48.07,26.98,78.55,6.06,102.31,banana
105.84,77.84,50.09,28.36,75.87,6.42,102.88,banana
83.8,83.29,50.07,27.4,81.98,6.15,107.23,banana
103.6,81.98,53.55,25.65,80.28,6.01,111.1,banana
93.25,73.78,50.31,27.85,82.98,5.75,113.66,banana
118.94,80.61,47.42,26.99,80.03,6.11,100.56,banana
112.44,76.93,46.52,28.88,75.45,5.96,128.38,banana
99.9,76.9,49.89,27.44,80.32,6.13,97.21,banana
113.5,83.73,51.45,26.71,82.57,5.95,107.08,banana
92.54,77.52,51.38,26.95,78.29,5.87,110.24,banana
94.97,81.91,50.03,25.1,77.06,6.07,99.47,banana
108.45,87.33,51.44,29.77,79.83,6.13,100.62,banana
119.62,92.42,50.02,27.98,82.72,5.97,100.08,banana
106.99,82.89,50.37,26.46,76.56,6.05,111.79,banana
98.19,89.68,48.59,26.18,79.87,5.98,110.77,banana
93.8,89.34,53.93,27.45,82.5,5.79,113.06,banana
108.38,86.82,49.97,23.81,78.72,5.87,97.66,banana
100.98,80.41,48.35,26.18,78.57,6.22,100.04,banana
95.88,80.22,50.68,28.07,73.91,6.2,115.77,banana
91.6,77.64,49.1,26.55,80.45,5.61,96.62,banana
112.31,77.86,52.49,27.94,76.38,6.13,104.12,banana
96.36,83.72,50.95,28.38,82.36,6.08,94.68,banana
96.21,97.22,51.45,30.46,82.79,6.05,107.26,banana
99.71,73.81,50.04,29.01,78.8,6.08,111.39,banana
92.72,80.24,47.96,26.47,77.42,5.82,115.65,banana
92.68,83.13,48.99,28.97,82.62,6.17,107.3,banana
98.15,76.54,53.89,26.55,81.33,6.21,100.84,banana
108.3,86.32,53.46,26.91,77.43,5.9,106.57,banana
100.47,80.53,46.18,28.09,83.94,6.09,109.57,banana
104.58,84.49,51.86,27.99,79.37,5.84,103.13,banana
102.51,80.92,50.63,28.05,81.67,6.26,105.59,banana
89.54,80.77,50.09,25.21,82.78,6.03,107.86,banana
110.92,79.35,51.15,27.36,79.63,5.85,117.49,banana
97.0,86.0,46.25,28.97,82.1,6.02,103.3,banana
103.2,93.94,46.47,28.48,78.18,6.0,103.14,banana
96.57,82.45,47.73,28.79,76.41,6.11,102.55,banana
90.63,83.51,46.89,27.55,77.15,6.09,98.07,banana
96.39,83.97,48.45,27.43,76.97,6.13,118.24,banana
122.34,82.96,51.58,25.27,83.01,6.16,101.37,banana
109.9,81.23,49.08,28.09,77.87,6.2,97.08,banana
91.6,77.95,51.52,26.73,77.3,5.88,104.76,banana
90.55,76.74,54.22,26.42,79.35,5.93,101.84,banana
104.97,87.24,49.39,25.95,82.55,5.98,117.98,banana
82.04,83.48,53.84,27.06,79.55,6.06,100.81,banana
97.5,80.81,48.75,29.04,80.92,6.05,111.06,banana
97.89,78.63,48.79,27.5,77.88,5.9,101.13,banana
117.0,68.63,49.64,29.66,80.24,6.15,105.75,banana
94.66,71.29,50.41,26.53,78.4,5.9,118.09,banana
119.24,83.59,49.07,26.03,80.94,6.36,103.14,banana
80.97,85.85,51.97,25.52,80.35,6.09,104.45,banana
93.67,87.58,49.19,25.64,75.9,6.25,109.62,banana
100.7,80.3,48.94,26.16,79.14,5.58,99.48,banana
97.51,85.55,49.92,28.49,82.7,6.21,108.53,banana
100.09,77.6,51.48,29.6,80.68,6.38,93.56,banana
90.77,86.78,50.53,29.14,79.97,5.83,103.4,banana
87.74,76.86,51.94,28.59,80.73,5.66,102.31,banana
90.2,88.38,48.83,26.14,80.06,5.87,116.13,banana
94.12,75.5,45.69,27.46,78.88,5.71,113.92,banana
105.34,82.36,52.73,28.33,78.35,5.79,111.13,banana
103.17,83.35,48.31,28.26,78.49,5.98,115.85,banana
94.71,74.64,47.89,28.74,80.51,5.97,101.18,banana
103.88,78.25,50.61,26.59,78.2,5.87,102.18,banana
99.61,83.68,42.62,26.49,79.22,6.3,96.9,banana
101.3,89.98,47.37,27.99,78.4,5.9,98.98,banana
94.15,96.11,51.69,28.88,80.98,5.68,107.96,banana
108.58,78.23,51.93,28.38,83.7,5.92,96.77,banana
97.11,89.68,46.34,24.91,80.18,5.91,105.06,banana
107.56,79.74,46.25,30.06,78.01,5.79,113.28,banana
96.92,82.18,50.97,28.85,79.33,6.3,88.98,banana
106.08,78.3,52.74,27.68,78.65,6.13,111.7,banana
105.14,77.35,49.03,27.49,79.92,6.15,89.89,banana
102.67,81.05,48.32,26.57,79.57,5.28,99.74,banana
92.99,85.16,48.39,27.23,83.08,6.2,111.77,banana
96.0,85.22,49.53,27.25,80.82,5.88,116.2,banana
98.72,85.59,52.91,28.79,77.18,6.09,111.38,banana
30.35,20.55,28.69,33.74,48.48,5.6,102.88,mango
24.71,22.09,28.24,32.25,47.33,5.63,96.67,mango
32.79,27.67,28.57,34.15,49.4,5.13,94.14,mango
33.63,25.66,30.03,35.18,47.14,5.11,86.92,mango
27.24,25.67,33.09,32.05,49.19,5.75,95.59,mango
14.97,35.84,31.04,31.97,51.23,6.1,94.3,mango
21.21,27.4,30.77,29.68,52.84,5.9,98.65,mango
33.35,25.09,30.63,33.32,48.55,5.78,95.63,mango
19.26,34.27,27.19,28.58,52.63,6.11,89.87,mango
28.64,30.87,29.94,37.35,46.55,6.1,100.83,mango
30.35,24.18,29.42,32.5,51.63,6.05,100.2,mango
18.89,24.09,28.12,30.63,52.03,5.8,108.03,mango
26.16,25.24,30.21,30.06,49.88,6.31,95.57,mango
20.24,21.3,29.1,31.67,52.39,5.08,93.4,mango
25.87,17.67,28.33,29.97,48.41,5.85,94.2,mango
21.67,26.71,33.45,35.19,46.15,6.04,94.11,mango
25.93,23.41,30.24,31.84,48.84,5.3,92.76,mango
26.41,27.4,31.71,30.39,50.57,6.23,100.83,mango
24.65,24.12,30.38,28.91,49.61,6.12,98.21,mango
23.38,25.87,28.35,33.08,49.84,5.61,93.19,mango
24.62,23.21,31.32,30.61,53.19,6.48,90.54,mango
25.42,22.4,29.35,36.01,49.38,5.93,97.71,mango
19.0,21.58,27.59,29.51,44.3,6.02,105.27,mango
25.89,19.33,28.71,30.47,47.96,6.18,99.05,mango
18.07,27.9,33.05,35.78,55.73,5.3,109.12,mango
22.87,22.63,30.65,30.19,50.8,5.09,93.81,mango
32.71,24.77,30.28,32.57,52.34,4.92,97.92,mango
23.39,25.67,32.12,28.81,47.97,4.78,92.25,mango
32.98,24.52,27.32,30.41,47.02,5.19,96.94,mango
17.96,29.45,29.86,31.69,49.44,6.14,98.92,mango
27.01,27.26,29.58,32.72,49.32,5.75,93.63,mango
22.26,22.24,30.94,34.45,52.34,5.12,101.45,mango
23.09,27.4,28.19,31.82,50.63,5.01,98.04,mango
33.08,24.3,32.72,31.07,51.7,4.64,107.09,mango
33.97,23.86,26.06,32.15,47.11,5.97,97.06,mango
19.35,29.48,31.61,33.7,50.02,5.04,99.89,mango
23.38,19.44,32.7,36.22,49.92,6.83,95.46,mango
22.72,22.48,33.27,29.74,51.47,5.47,92.7,mango
31.18,23.48,29.19,34.05,53.19,6.07,91.73,mango
21.94,25.32,30.64,29.28,51.45,5.79,86.42,mango
19.43,22.98,29.85,35.75,50.48,5.33,96.1,mango
22.89,26.3,31.16,34.22,49.95,6.57,99.54,mango
20.76,33.84,30.65,29.62,53.31,6.79,94.83,mango
21.98,24.31,31.43,34.38,51.14,5.8,102.49,mango
23.12,29.12,29.42,32.47,49.77,5.72,93.11,mango
33.07,22.07,28.52,36.27,51.96,4.56,92.17,mango
14.13,21.2,23.72,31.19,47.72,5.78,86.87,mango
25.5,23.34,33.0,34.68,51.57,5.59,104.93,mango
15.68,19.39,29.83,36.57,49.6,5.66,87.79,mango
30.68,28.81,31.58,30.08,48.59,5.1,95.42,mango
18.52,20.29,29.15,30.4,48.92,5.98,95.4,mango
23.27,25.73,28.02,31.74,50.3,5.0,99.98,mango
19.71,25.36,32.33,33.58,50.07,5.57,99.74,mango
29.05,22.53,28.41,26.84,50.31,5.71,100.68,mango
27.15,30.34,28.61,34.06,48.94,6.14,87.71,mango
26.41,17.06,29.47,32.49,48.96,5.22,99.23,mango
24.38,23.04,30.08,37.43,52.31,6.33,97.18,mango
26.0,15.42,28.64,30.42,46.25,5.17,85.1,mango
24.77,28.28,32.21,32.43,48.07,4.78,86.22,mango
17.39,21.44,29.68,29.22,50.68,5.63,95.05,mango
31.84,20.28,30.84,31.47,49.33,6.19,99.4,mango
19.32,24.27,30.56,30.89,51.17,5.89,104.16,mango
15.82,24.51,28.18,32.86,46.77,5.92,91.85,mango
20.6,19.21,29.07,33.94,49.95,6.06,103.32,mango
26.58,22.76,30.93,30.28,48.99,4.99,99.63,mango
22.68,25.73,27.93,32.48,48.48,5.68,99.39,mango
29.74,24.91,26.46,38.23,53.49,6.11,91.23,mango
24.32,22.83,32.53,32.09,48.43,5.51,100.61,mango
34.6,31.11,31.51,30.93,43.52,5.9,94.99,mango
25.84,25.22,27.35,32.75,51.26,6.09,99.73,mango
28.62,23.36,29.86,31.71,50.22,6.25,98.22,mango
37.46,33.83,30.16,22.87,52.47,5.48,90.99,mango
22.61,23.21,31.22,27.99,47.84,5.92,98.11,mango
28.85,21.85,28.04,30.36,50.48,6.49,84.76,mango
23.68,19.67,26.7,33.68,51.09,5.97,99.61,mango
22.12,23.27,34.37,30.95,51.47,5.75,85.76,mango
12.73,22.68,32.11,33.27,51.83,5.26,103.08,mango
19.21,25.85,29.98,31.11,52.68,5.4,88.25,mango
25.12,23.4,36.75,33.02,49.18,5.22,85.6,mango
18.85,25.46,32.85,34.02,50.46,5.59,96.34,mango
21.89,31.87,29.62,31.31,45.57,5.65,99.18,mango
18.59,22.0,31.59,28.18,52.12,5.48,93.06,mango
18.26,26.51,34.92,33.26,48.27,6.32,93.42,mango
33.25,28.23,24.11,29.24,51.89,5.83,89.88,mango
21.2,17.38,29.82,36.47,51.61,6.85,99.41,mango
31.16,32.9,30.75,31.08,52.07,6.48,92.6,mango
20.67,25.56,31.66,33.3,47.15,6.71,91.79,mango
23.41,21.39,35.4,32.04,48.3,6.18,98.85,mango
23.87,28.36,28.35,30.39,45.98,5.09,104.04,mango
34.85,25.26,33.33,31.14,49.51,5.78,94.38,mango
23.71,29.57,30.3,33.1,52.06,5.94,90.15,mango
16.88,25.6,29.66,31.7,49.97,7.04,88.35,mango
13.06,26.33,29.25,32.21,51.17,6.39,87.46,mango
21.66,26.72,31.54,36.44,51.91,5.72,90.55,mango
21.61,22.63,31.31,32.08,47.35,5.53,99.39,mango
27.11,27.27,30.77,35.16,50.47,5.56,90.42,mango
26.5,15.24,29.63,31.04,47.27,5.29,99.05,mango
26.38,25.41,30.61,31.71,52.49,5.81,87.71,mango
34.78,26.48,28.82,28.68,50.79,5.69,102.87,mango
22.92,21.65,31.79,33.58,50.34,6.09,94.81,mango
28.67,138.32,201.25,23.56,83.85,5.53,75.13,grapes
18.97,129.36,199.92,23.75,83.51,5.79,70.65,grapes
24.61,133.98,199.87,25.79,81.95,5.9,70.72,grapes
32.22,129.51,198.26,30.21,82.47,6.17,67.74,grapes
18.6,129.83,198.47,24.33,81.86,6.15,69.28,grapes
28.25,133.29,200.39,24.79,83.01,5.84,73.5,grapes
26.32,125.94,200.38,17.76,83.17,6.44,68.03,grapes
29.16,123.72,200.91,17.47,81.88,5.78,71.83,grapes
32.54,132.62,198.27,38.51,81.75,5.57,71.15,grapes
21.98,137.44,199.24,30.13,83.9,5.76,68.59,grapes
27.12,140.19,198.68,19.95,82.98,5.88,70.38,grapes
19.74,143.57,197.3,22.27,82.47,6.38,66.69,grapes
37.42,136.29,200.83,16.63,83.07,5.86,73.17,grapes
22.64,131.93,198.89,16.61,83.24,6.11,73.02,grapes
18.6,137.82,205.01,21.16,84.4,5.95,66.57,grapes
25.97,137.74,198.32,19.9,83.09,6.0,71.46,grapes
28.69,134.9,199.14,26.97,81.57,6.26,68.41,grapes
33.14,131.33,200.4,20.79,81.48,5.65,67.36,grapes
25.88,133.56,202.02,21.21,81.62,5.71,71.2,grapes
34.42,138.83,201.42,30.43,84.2,6.07,71.62,grapes
25.9,125.69,198.63,24.92,82.56,6.39,70.2,grapes
33.39,130.32,199.38,13.7,81.76,6.11,70.02,grapes
32.21,133.41,199.3,43.26,82.41,6.23,69.0,grapes
31.05,137.14,200.42,5.0,82.52,6.25,71.32,grapes
29.73,123.89,198.56,28.5,82.91,6.24,69.64,grapes
29.53,132.58,198.03,5.83,82.93,6.03,68.45,grapes
19.4,135.65,199.47,29.73,84.36,5.57,68.25,grapes
26.45,139.77,196.73,41.45,82.64,5.98,69.5,grapes
25.32,137.74,197.86,27.94,82.12,5.85,76.46,grapes
29.6,135.57,202.28,12.92,84.25,5.5,68.08,grapes
25.2,135.41,200.44,23.58,82.49,5.8,66.26,grapes
31.13,135.97,203.17,18.28,83.19,5.94,72.98,grapes
32.61,133.56,199.32,33.17,83.15,5.86,66.68,grapes
26.06,140.08,202.29,15.55,81.33,6.25,67.16,grapes
30.05,129.42,203.23,18.45,83.64,6.04,70.63,grapes
17.65,121.49,199.56,27.1,81.37,5.78,71.4,grapes
30.31,131.81,201.56,15.02,82.14,6.33,70.17,grapes
28.13,144.03,197.2,31.77,84.16,5.94,72.15,grapes
22.59,129.07,200.77,31.79,83.62,6.31,69.83,grapes
33.47,130.79,201.8,26.76,82.95,6.08,65.99,grapes
21.88,133.01,196.63,32.07,83.37,6.07,67.2,grapes
34.4,142.69,200.29,29.34,82.7,6.11,69.7,grapes
27.33,137.03,204.69,13.1,82.4,5.76,73.98,grapes
24.56,125.28,201.28,39.83,83.16,6.04,71.02,grapes
34.57,128.13,199.78,21.15,81.33,5.93,72.77,grapes
30.33,135.72,200.29,29.45,81.7,5.94,70.48,grapes
28.89,134.1,199.72,21.79,85.66,6.18,71.03,grapes
26.33,130.24,199.74,27.49,80.62,5.69,68.41,grapes
28.54,131.3,202.96,12.4,81.75,6.3,70.33,grapes
31.92,142.76,198.61,24.16,82.23,5.61,69.22,grapes
31.91,135.2,201.24,21.81,81.84,6.25,68.76,grapes
28.97,133.32,202.92,33.26,81.2,5.76,71.45,grapes
27.18,130.22,202.03,26.59,82.55,6.16,69.06,grapes
35.34,128.56,201.31,37.19,81.12,5.93,72.86,grapes
33.29,131.64,198.53,33.13,83.68,5.77,66.99,grapes
28.63,135.65,199.4,30.77,81.79,5.58,68.94,grapes
27.82,131.12,197.68,9.57,81.99,6.18,73.14,grapes
33.44,128.42,197.69,29.22,83.14,6.08,64.96,grapes
23.17,132.35,200.97,31.52,82.64,6.07,70.21,grapes
30.93,134.06,200.13,22.72,82.58,6.1,70.67,grapes
29.4,139.21,200.53,19.48,83.38,5.73,67.3,grapes
29.18,135.08,197.51,21.75,81.89,5.9,72.36,grapes
31.03,132.4,198.91,13.53,83.92,6.12,68.23,grapes
31.1,132.15,199.43,28.7,81.76,5.93,70.3,grapes
25.0,135.85,203.74,18.59,80.83,5.6,69.62,grapes
24.18,133.54,200.27,11.37,80.69,6.06,70.34,grapes
25.37,124.21,200.94,35.81,82.78,5.83,70.11,grapes
20.67,137.79,200.16,9.97,82.2,6.09,69.17,grapes
26.12,126.38,201.13,19.49,80.34,5.93,72.45,grapes
25.57,141.19,200.86,27.88,82.37,5.99,69.34,grapes
25.99,135.15,198.13,15.85,81.38,6.41,71.33,grapes
29.02,127.21,201.25,24.01,82.71,5.8,70.4,grapes
25.38,128.67,201.47,11.93,83.06,6.14,67.8,grapes
23.4,131.38,200.56,23.7,82.93,6.35,68.73,grapes
18.92,136.63,203.37,28.34,81.41,5.98,67.2,grapes
30.71,125.74,199.4,16.46,82.63,5.93,70.44,grapes
27.61,127.57,201.25,24.59,81.51,6.45,71.19,grapes
